measurement_id,oligo_id,study_type,species,system_model,cns_region,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,endpoint_domain,challenge_priority,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,neurotox_grade,reversibility,is_cns_specific,source_id,source_ref,source_table,redistribution,notes
CMS2096,CNS580,in_vitro,human,SMA_patient_hiPSC_spinal_cord_organoid,spinal_cord,intraparenchymal,2.4,NA,"3 x 48h from day 45, assessed at 2 months",neurodegeneration,high_chronic_neurotox,histopathology,TUNEL_positive_nuclei,10.58,% of nuclei,decrease,"10.58% +/- 3.37 in r6-MO-treated vs 18.16% +/- 8.443 in untreated SMA organoids, p = 0.005 (n = 26 organoids)",0,not_assessed,TRUE,S_CNS_IV_SMAORGANOID2025,doi:10.1038/s41467-025-67725-1,"Fig 5d,e",summary_stat,"[invitro_human] grade_provisional; graded 0 because apoptosis FELL - the peptide-conjugated morpholino reduced disease-driven cell death rather than causing it. Dose is reported as 2.4 nmol per treatment escalating to 4.8 nmol; 'nmol' is not in the dose_or_conc_unit vocabulary so unit is NA and the value is the starting dose. Delivery is bath application to whole organoids, mapped to intraparenchymal as the closest tissue-dosing term. R6 arginine-rich cell-penetrating peptide conjugate. ;; source_ref_as_cited=10.1038/s41467-025-67725-1"
CMS2097,CNS580,in_vitro,human,SMA_patient_hiPSC_spinal_cord_organoid,spinal_cord,intraparenchymal,2.4,NA,"3 x 48h from day 45, assessed at 2 months",acute_neurotoxicity,low_acute_electrophysiology,electrophysiology,basal_firing_frequency,1.843,Hz,increase,"1.843 +/- 0.4396 Hz treated vs 1.067 +/- 0.1623 Hz untreated SMA organoids, p < 0.0001 (n = 23 organoids)",0,not_assessed,TRUE,S_CNS_IV_SMAORGANOID2025,doi:10.1038/s41467-025-67725-1,"Fig 5f,g",summary_stat,"[invitro_human] grade_provisional; DEPRIORITIZED per the challenge brief (readout_category=electrophysiology). Recorded because it is a rare human 3D neural-tissue electrophysiology readout for an oligonucleotide; the change is a therapeutic normalization, not a hazard. ;; VERIFIED[REFUTED] ;; ADVISORY(not applied, not a value): dose_or_conc_value=2.4 (x2) then 4.8; dose_or_conc_unit=nmol per well (not in schema enum) delivery_method 'intraparenchymal' is wrong. Methods: 'The solution containing 2.4 nmol MO or r6-MO was added directly to each well and incubated for 48 h.' The morpholino was added to organoid culture medium - unfacilitated (CPP-conjugated ;; source_ref_as_cited=10.1038/s41467-025-67725-1"
CMS2098,CNS575,in_vitro,human,KIF1A_p.P305L_patient_hiPSC_glutamatergic_cortical_neuron,cortex,gymnotic_free_uptake,10,uM,4wk (DIV7 to DIV35),chronic_neurotoxicity,high_chronic_neurotox,histopathology,neurite_outgrowth_length_MAP2,TBD,um,no_change,"not significantly different from untreated P305L neurons (p = 0.9979, n = 77 vs 82 outgrowths)",0,not_assessed,TRUE,S_CNS_IV_KIF1A2026,doi:10.1038/s41467-025-67752-y,Fig 4D,summary_stat,"[invitro_human] grade_provisional; scramble-ASO tolerability control: 4 weeks of 10 uM gymnotic exposure produced no neurite-length change. This is the cleanest chemistry-only negative control row in the lane, with a reported p value. ;; source_ref_as_cited=10.1038/s41467-025-67752-y"
CMS2099,CNS547,in_vitro,human,KIF1A_p.P305L_patient_hiPSC_glutamatergic_cortical_neuron,cortex,gymnotic_free_uptake,10,uM,4wk (DIV7 to DIV35),chronic_neurotoxicity,high_chronic_neurotox,histopathology,neurite_outgrowth_length_MAP2,TBD,um,increase,neurite outgrowth rescued toward the CRISPR-corrected isogenic control value,0,not_assessed,TRUE,S_CNS_IV_KIF1A2026,doi:10.1038/s41467-025-67752-y,Fig 4D,summary_stat,[invitro_human] grade_provisional; 74% allele-specific knockdown of the pathogenic KIF1A allele. Authors note this establishes a degree of knockdown that is both tolerated and phenotypically effective. Non-specific (WT-allele) knockdown was observed for every ASO in every line - an unquantified on-target liability. ;; source_ref_as_cited=10.1038/s41467-025-67752-y
CMS2100,CNS548,in_vitro,human,KIF1A_p.P305L_patient_hiPSC_glutamatergic_cortical_neuron,cortex,gymnotic_free_uptake,10,uM,4wk (DIV7 to DIV35),chronic_neurotoxicity,medium,histopathology,neurite_outgrowth_length_MAP2,TBD,um,increase,neurite outgrowth rescued toward the CRISPR-corrected isogenic control value,0,not_assessed,TRUE,S_CNS_IV_KIF1A2026,doi:10.1038/s41467-025-67752-y,Fig 4D,summary_stat,[invitro_human] grade_provisional; 60% allele-specific knockdown of the pathogenic KIF1A allele. Authors note this establishes a degree of knockdown that is both tolerated and phenotypically effective. Non-specific (WT-allele) knockdown was observed for every ASO in every line - an unquantified on-target liability. ;; VERIFIED[CONFIRMED_MINOR] Two things. (1) The '60% allele-specific knockdown' attributed to ASO 1144 is not attributable from the text: the paper says only 'the ASOs targeting rs1063353 in cis with the mutant allele had 74% and 60% allele-specific knockdown of the p ;; corrected(challenge_priority:high_chronic_neurotox->medium) ;; source_ref_as_cited=10.1038/s41467-025-67752-y
CMS2101,CNS286,in_vitro,human,KCNT1_p.R474H_patient_hiPSC_derived_neuron,cortex,gymnotic_free_uptake,10,uM,"2wk (treated DIV22, collected DIV29)",chronic_neurotoxicity,high_chronic_neurotox,transcriptomic,transcriptome_wide_off_target_DEGs,11,n_genes,increase,KCNT1 downregulated at Padj = 1.7e-34; 11 additional genes downregulated at nominal Padj < 0.05; none of the in-silico predicted off-targets were perturbed; no pathway-level changes,0,not_assessed,TRUE,S_CNS_IV_KCNT1_2026,doi:10.1038/s41591-026-04314-9,Fig 1g and Supplementary Table 5,summary_stat,"[invitro_human] grade_provisional; selectivity was comparable to the clinical ASOs BIIB067 (tofersen) and HTTRx (tominersen) run as benchmarks (Supplementary Figs 1 and 2). Of 36 genes in GO Action Potential (GO:0001508), only KCNT1 was significantly changed. CRITICAL CAVEAT for the challenge: this ASO (later named valeriasen) went on to cause ventriculomegaly/hydrocephalus in both treated infants, so a clean human iPSC-neuron transcriptome at 10 uM did NOT predict the clinical CNS toxicity. Strong evidence that neuron-only in vitro panels need ependymal/choroid-plexus and CSF-dynamics components. ;; source_ref_as_cited=10.1038/s41591-026-04314-9"
CMS2102,CNS571,in_vitro,human,KCNT1_p.R474H_patient_hiPSC_derived_neuron,cortex,gymnotic_free_uptake,10,uM,2wk (patch-clamp at DIV35-42),acute_neurotoxicity,low_acute_electrophysiology,electrophysiology,total_outward_potassium_current_at_50mV,TBD,pA/pF,no_change,"control ASO did not reduce outward currents in patient neurons (n = 5), whereas KT777 reduced them to WT-comparable levels (p = 0.0025)",0,not_assessed,TRUE,S_CNS_IV_KCNT1_2026,doi:10.1038/s41591-026-04314-9,Fig 2a-c,summary_stat,[invitro_human] grade_provisional; DEPRIORITIZED per the challenge brief (readout_category=electrophysiology). Genuine tolerability content: a chemistry-matched non-targeting ASO at 10 uM free uptake for 2 weeks produced no electrophysiological change in human iPSC-derived neurons. ;; source_ref_as_cited=10.1038/s41591-026-04314-9
CMS2103,CNS286,in_vitro,human,KCNT1_p.R474H_patient_hiPSC_derived_neuron,cortex,gymnotic_free_uptake,10,uM,up to 3wk,chronic_neurotoxicity,high_chronic_neurotox,histopathology,neurite_morphology_and_general_health,normal,NA,no_change,patient neurons treated for up to 3 weeks appeared healthy with normal neurite morphology,0,not_assessed,TRUE,S_CNS_IV_KCNT1_2026,doi:10.1038/s41591-026-04314-9,"Results, 'Impact of KCNT1 reduction on electrophysiologic currents'; Extended Data Fig 2e-g",summary_stat,[invitro_human] grade_provisional; qualitative morphology tolerability statement. Same caveat as the row above: in vitro tolerance did not translate to clinical tolerance. ;; source_ref_as_cited=10.1038/s41591-026-04314-9
CMS2104,CNS570,in_vitro,human,HD_patient_hiPSC_neural_stem_cell_ND42223,cortex,gymnotic_free_uptake,2,uM,continuous from day 0 of neural induction (~23-30d),neurodegeneration,high_chronic_neurotox,histopathology,Ki67_positive_cells_per_rosette,TBD,n_cells,no_change,similar number of Ki67+ NSCs regardless of CAG19 treatment,0,not_assessed,TRUE,S_CNS_IV_KOTOWSKAZIMMER2021,doi:10.1089/nat.2021.0021,Fig 3B,cc_by,[invitro_human] grade_provisional; NSC self-renewal/proliferation preserved - i.e. no depletion of the future neuronal and glial pool. ;; source_ref_as_cited=10.1089/nat.2021.0021 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2105,CNS581,in_vitro,human,HD_patient_hiPSC_neural_stem_cell_ND42223,cortex,gymnotic_free_uptake,2,uM,"continuous from day 0 of neural induction, assessed at day 22",neurodegeneration,high_chronic_neurotox,histopathology,Ki67_positive_cells_per_rosette,TBD,n_cells,no_change,similar number of Ki67+ NSCs per rosette in SCR19-treated vs nontreated cells,0,not_assessed,TRUE,S_CNS_IV_KOTOWSKAZIMMER2021,doi:10.1089/nat.2021.0021,Fig 3B,cc_by,"[invitro_human] grade_provisional; NSC self-renewal/proliferation preserved - i.e. no depletion of the future neuronal and glial pool. ;; VERIFIED[CONFIRMED_MINOR] The row is filed under SCR19 but effect_vs_control describes the other arm: 'similar number of Ki67+ NSCs regardless of CAG19 treatment'. Both arms are null so the substance survives, but the sentence should name SCR19. Also the NSC/rosette ;; corrected(effect_vs_control:similar number of Ki67+ NSCs regardless of CAG19 treatment->similar number of Ki67+ NSCs per rosette in SCR19-treated vs nontreated cells;exposure_duration:continuous from day 0 of neural induction (~23-30d)->continuous from day 0 of neural induction, assessed at day 22;redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1089/nat.2021.0021"
CMS2106,CNS570,in_vitro,human,HD_patient_hiPSC_neural_stem_cell_ND42223,cortex,gymnotic_free_uptake,2,uM,continuous from day 0 of neural induction (~23-30d),neurodegeneration,high_chronic_neurotox,histopathology,neural_rosette_diameter,TBD,um,no_change,"rosette size not different from non-treated or SCR19-treated cells (35 rosettes/experiment, n=2)",0,not_assessed,TRUE,S_CNS_IV_KOTOWSKAZIMMER2021,doi:10.1089/nat.2021.0021,Fig 3B,cc_by,[invitro_human] grade_provisional; neurodevelopmental-toxicity endpoint: capacity of NSCs to self-organise into rosettes during continuous gymnotic ON exposure through neural induction. ;; source_ref_as_cited=10.1089/nat.2021.0021 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2107,CNS581,in_vitro,human,HD_patient_hiPSC_neural_stem_cell_ND42223,cortex,gymnotic_free_uptake,2,uM,continuous from day 0 of neural induction (~23-30d),neurodegeneration,high_chronic_neurotox,histopathology,neural_rosette_diameter,TBD,um,no_change,"rosette size not different from non-treated or SCR19-treated cells (35 rosettes/experiment, n=2)",0,not_assessed,TRUE,S_CNS_IV_KOTOWSKAZIMMER2021,doi:10.1089/nat.2021.0021,Fig 3B,cc_by,[invitro_human] grade_provisional; neurodevelopmental-toxicity endpoint: capacity of NSCs to self-organise into rosettes during continuous gymnotic ON exposure through neural induction. ;; source_ref_as_cited=10.1089/nat.2021.0021 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2108,CNS570,in_vitro,human,HD_patient_hiPSC_neuron_astrocyte_culture_ND42223,cortex,gymnotic_free_uptake,2,uM,15d (day 38-53 of neural induction),chronic_neurotoxicity,high_chronic_neurotox,transcriptomic,off_target_repeat_gene_panel_POU3F2_ATN1_ATXN2_AR_BRI3BP_DMPK,no significant change,fold_change,no_change,"no off-target effect on four CAG/CTG repeat-containing genes (POU3F2, ATN1, ATXN2, AR) or two CUG repeat-containing transcripts (BRI3BP, DMPK) while HTT mRNA fell up to 61%",0,not_assessed,TRUE,S_CNS_IV_KOTOWSKAZIMMER2021,doi:10.1089/nat.2021.0021,Fig 5 (d43-d53 mRNA levels),cc_by,"[invitro_human] grade_provisional; targeted (not transcriptome-wide) off-target panel selected on repeat-sequence homology - the most plausible off-targets for a repeat-directed oligo. ;; VERIFIED[CONFIRMED_MINOR] Article is CC BY 4.0 (license statement in the PMC record), so redistribution should be 'cc_by', not 'summary_stat'. The schema tracks cc_by separately precisely because it permits verbatim republication of raw values with attribution; flat ;; corrected(redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1089/nat.2021.0021"
CMS2109,CNS577,in_vitro,human,MECP2_duplication_patient_hiPSC_NGN2_iNeuron,cortex,gymnotic_free_uptake,20,uM,14d,chronic_neurotoxicity,high_chronic_neurotox,histopathology,Sholl_dendritic_complexity_intersections,TBD,n_intersections,decrease,significant excess intersections at 40% of distances vs 75% for scramble-treated MDS neurons; indistinguishable from unaffected controls at 60% of assessment points,0,not_assessed,TRUE,S_CNS_IV_MDS2024,doi:10.1093/hmg/ddae135,Fig 6B,cc_by,"[invitro_human] grade_provisional; partial rescue, not toxicity. No arborization was driven BELOW unaffected-control levels, i.e. no evidence of over-knockdown injury at 20 uM. ;; source_ref_as_cited=10.1093/hmg/ddae135 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2110,CNS577,in_vitro,human,MECP2_duplication_patient_hiPSC_NGN2_iNeuron,cortex,gymnotic_free_uptake,20,uM,14d,chronic_neurotoxicity,high_chronic_neurotox,histopathology,total_neurite_length,TBD,um,decrease,reduced towards the length seen in scramble-treated unaffected control iNeurons,0,not_assessed,TRUE,S_CNS_IV_MDS2024,doi:10.1093/hmg/ddae135,Fig 6C,cc_by,"[invitro_human] grade_provisional; graded 0 because the reduction is CORRECTION of a disease-elevated phenotype (MDS neurons over-arborize), not neurite loss. Direction alone would misclassify this row - flagged for the assembler. ;; source_ref_as_cited=10.1093/hmg/ddae135 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2111,CNS577,in_vitro,human,MECP2_duplication_patient_hiPSC_NGN2_iNeuron,cortex,gymnotic_free_uptake,20,uM,14d,chronic_neurotoxicity,high_chronic_neurotox,histopathology,soma_area,TBD,um2,no_change,no change in soma size vs 20 uM scramble-ASO-treated MDS iNeurons (21 vs 22-23 neurons),0,not_assessed,TRUE,S_CNS_IV_MDS2024,doi:10.1093/hmg/ddae135,Fig 6D,cc_by,"[invitro_human] grade_provisional; 2 weeks of continuous free-uptake exposure at 20 uM - among the highest in vitro human-neuron ASO concentrations found in this literature - with no somatic morphology change. ;; VERIFIED[CONFIRMED_MINOR] Article is CC BY 4.0 (license statement in the PMC record), so redistribution should be 'cc_by', not 'summary_stat'. The schema tracks cc_by separately precisely because it permits verbatim republication of raw values with attribution; flat ;; corrected(redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1093/hmg/ddae135"
CMS2112,CNS577,in_vitro,human,unaffected_control_hiPSC_NGN2_iNeuron,cortex,gymnotic_free_uptake,20,uM,14d,chronic_neurotoxicity,high_chronic_neurotox,transcriptomic,gene_expression_program_change_on_MeCP2_depletion,TBD,NA,increase,a disease-signature subset was aberrantly altered in UNAFFECTED control human neurons upon MeCP2 depletion,1,not_assessed,TRUE,S_CNS_IV_MDS2024,doi:10.1093/hmg/ddae135,"Results, 'Qualitative rescue of gene expression in MDS iNeurons after ASO treatment'",cc_by,"[invitro_human] grade_provisional; this is on-target liability, not chemistry off-target: MECP2 is dosage-sensitive in both directions (loss causes Rett syndrome), so knockdown in genetically normal neurons perturbs the transcriptome. Exactly the kind of narrow-therapeutic-window signal an in vitro human neuron model can surface. Numbers of DEGs not stated in the retrieved text. ;; source_ref_as_cited=10.1093/hmg/ddae135 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2113,CNS546,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,cytotoxicity,medium,viability,cell_death_observed,none observed,NA,no_change,no cell death reported (contrast: ATXN3-AON in the same experiment),0,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,"Results, 'Intended AON-induced splicing events were confirmed'; Fig. S1A",cc_by,[invitro_human] grade_provisional; negative control row - chemistry-matched 2'-MOE PS SSO at the same 200 nM dose with no cell death. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2114,CNS574,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,cytotoxicity,medium,viability,cell_death_observed,none observed,NA,no_change,no cell death reported,0,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,"Results, 'Intended AON-induced splicing events were confirmed'; Fig. S1A",cc_by,"[invitro_human] grade_provisional; negative control row at the same dose/chemistry as the toxic ATXN3-AON. ;; VERIFIED[REFUTED] ;; ADVISORY(not applied, not a value): neurotox_grade=TBD The paper reports cell death for the ATXN3-AON only. It nowhere states that HTT-AON produced no cell death. The row converts that omission into readout_value 'none observed' with effect_direction no_change and neurotox_grade 0 - the row's o ;; corrected(redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1093/hmg/ddaf153"
CMS2115,CNS566,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,cytotoxicity,medium,viability,cell_death_observed_and_RNA_yield,TBD,NA,increase,cell death observed only in ATXN3-AON wells; lower RNA yield vs scrambled AON,2,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,"Results, 'Intended AON-induced splicing events were confirmed'; Fig. S1A",cc_by,"[invitro_human] grade_provisional; the only one of three chemistry-matched SSOs that killed cells; qualitative + reduced RNA yield, no quantitative viability assay run. Delivery is forced lipofection, which exaggerates intracellular exposure vs the in vivo CNS situation. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2116,CNS567,in_vitro,human,hiPSC_neuronal_culture_C2,cortex,lipofection,200,nM,4h transfection + 72h,cytotoxicity,medium,viability,cell_death_observed,none observed,NA,no_change,"no cell death for ATXN3-AON2 in either line, vs cell death for ATXN3-AON",0,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,"Results, 'Validation experiment confirmed ATXN3-AON-related transcriptomic changes'",cc_by,"[invitro_human] grade_provisional; ATXN3-AON2 produces the SAME intended exon 10 skip with a different sequence and no toxicity - clean demonstration that the toxicity is sequence-, not target-, driven. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2117,CNS566,in_vitro,human,hiPSC_neuronal_culture_C2,cortex,lipofection,200,nM,4h transfection + 72h,cytotoxicity,medium,viability,cell_death_observed,TBD,NA,increase,cell death and lower assigned-read fraction reproduced in an independent iPSC line,2,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,"Results, 'Validation experiment confirmed ATXN3-AON-related transcriptomic changes'; Fig. S4, S5",cc_by,[invitro_human] grade_provisional; replication of the toxicity in a second donor line. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2118,CNS566,in_vitro,human,hiPSC_neuronal_culture_C1.2,cortex,lipofection,200,nM,4h transfection + 72h,cytotoxicity,medium,viability,cell_death_observed,TBD,NA,increase,cell death observed but 'less so' than in lines C1.1 and C2,1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,"Results, 'Validation experiment confirmed ATXN3-AON-related transcriptomic changes'; Fig. S4, S5",cc_by,[invitro_human] grade_provisional; donor-line-dependent severity - important evidence that a single hiPSC line can under-call ASO toxicity. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2119,CNS546,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differentially_expressed_genes_vs_scrambled_AON,3911,n_genes,increase,"3911 DEGs of 25,124 tested vs scrambled AON1; 206 up and 94 down with |LFC|>1",1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 1,cc_by,"[invitro_human] grade_provisional; Lowest transcriptome perturbation of the three targeting AONs. Comparator is a chemistry-matched scrambled AON, so class effects are subtracted and this is a sequence-dependent signal. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2120,CNS574,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differentially_expressed_genes_vs_scrambled_AON,11387,n_genes,increase,"11387 DEGs of 25,124 tested vs scrambled AON1; 778 up and 841 down with |LFC|>1",1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 1,cc_by,"[invitro_human] grade_provisional; Intermediate transcriptome perturbation. Comparator is a chemistry-matched scrambled AON, so class effects are subtracted and this is a sequence-dependent signal. ;; VERIFIED[CONFIRMED_MINOR] ;; ADVISORY(not applied, not a value): neurotox_grade=2 (for consistency with CMS2138), or declare an explicit DEG-count-to-grade threshold and apply it uniformly Grade inconsistency across rows from this same paper: 11 387 DEGs (45% of the 25 124 genes tested) is graded 1 here, while CMS2138's 9 385 DEGs from the same experimental series is graded 2. The DEG-count-to-grade mapping is inverted betwee ;; corrected(redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1093/hmg/ddaf153"
CMS2121,CNS566,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differentially_expressed_genes_vs_scrambled_AON,16453,n_genes,increase,"16453 DEGs of 25,124 tested vs scrambled AON1; 3857 up and 1664 down with |LFC|>1",2,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 1,cc_by,"[invitro_human] grade_provisional; Largest transcriptome perturbation; accompanied by frank cell death, so graded 2. Comparator is a chemistry-matched scrambled AON, so class effects are subtracted and this is a sequence-dependent signal. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2122,CNS546,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differential_splicing_events_vs_scrambled_AON,489,n_events,increase,489 events called by both rMATS and Whippet vs scrambled AON1,1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 2,cc_by,[invitro_human] grade_provisional; only a small minority of these events could be attributed to sequence-homology (hybridization-dependent) binding sites - see Table 4. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2123,CNS574,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differential_splicing_events_vs_scrambled_AON,867,n_events,increase,867 events called by both rMATS and Whippet vs scrambled AON1,1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 2,cc_by,"[invitro_human] grade_provisional; only a small minority of these events could be attributed to sequence-homology (hybridization-dependent) binding sites - see Table 4. ;; VERIFIED[CONFIRMED_MINOR] Article is CC BY 4.0 (license statement in the PMC record), so redistribution should be 'cc_by', not 'summary_stat'. The schema tracks cc_by separately precisely because it permits verbatim republication of raw values with attribution; flat ;; corrected(redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1093/hmg/ddaf153"
CMS2124,CNS566,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differential_splicing_events_vs_scrambled_AON,6230,n_events,increase,6230 events called by both rMATS and Whippet vs scrambled AON1,2,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 2,cc_by,[invitro_human] grade_provisional; only a small minority of these events could be attributed to sequence-homology (hybridization-dependent) binding sites - see Table 4. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
CMS2125,CNS546,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,splicing_events_matching_predicted_AON_binding_sites,4,n_events,increase,4 AON-specific events (of 5 total matching a predicted binding site),0,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 4,cc_by,"[invitro_human] grade_provisional; hybridization-dependent off-target splicing accounted for <2% of all splicing changes, i.e. most of the perturbation is hybridization-INdependent chemistry/sequence effect. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2126,CNS574,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,splicing_events_matching_predicted_AON_binding_sites,4,n_events,increase,4 AON-specific events (of 5 total matching a predicted binding site),0,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 4,cc_by,"[invitro_human] grade_provisional; hybridization-dependent off-target splicing accounted for <2% of all splicing changes, i.e. most of the perturbation is hybridization-INdependent chemistry/sequence effect. ;; VERIFIED[CONFIRMED_MINOR] Minor caveat worth carrying: one of those 5 binding-site-matched events is the INTENDED HTT exon-12 event (Table 3 marks HTT-AON as having 1 zero-mismatch site, footnoted 'intended binding site'), so the genuinely off-target hybridisation-d ;; corrected(redistribution:summary_stat->cc_by) ;; source_ref_as_cited=10.1093/hmg/ddaf153"
CMS2127,CNS566,in_vitro,human,hiPSC_neuronal_culture_C1.1,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,splicing_events_matching_predicted_AON_binding_sites,117,n_events,increase,117 AON-specific events (of 122 total matching a predicted binding site),1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 4,cc_by,"[invitro_human] grade_provisional; hybridization-dependent off-target splicing accounted for <2% of all splicing changes, i.e. most of the perturbation is hybridization-INdependent chemistry/sequence effect. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement"
CMS2128,CNS566,in_vitro,human,hiPSC_neuronal_culture_C1.2,cortex,lipofection,200,nM,4h transfection + 72h,chronic_neurotoxicity,medium,transcriptomic,differentially_expressed_genes_vs_scrambled_AON2,226,n_genes,increase,139 up / 87 down vs scrambled AON2 in line C1.2,1,not_assessed,TRUE,S_CNS_IV_KUIJPER2025,doi:10.1093/hmg/ddaf153,Table 6,cc_by,[invitro_human] grade_provisional; ATXN3-AON2 consistently produced fewer DEGs than ATXN3-AON in the same line - a within-experiment sequence-toxicity ranking. ;; source_ref_as_cited=10.1093/hmg/ddaf153 ;; redistribution_upgraded_to_cc_by_from_archived_licence_statement
