measurement_id,oligo_id,source_id,study_type,species,strain,system_model,is_human_system,subject_class,subject_group,cns_region,delivery_route,dose_value,dose_unit,dose_value_secondary,dose_unit_secondary,formulation_ca_mM,formulation_mg_mM,exposure_duration,timepoint,readout_category,readout_name,readout_value,readout_is_qualitative,readout_unit,n_per_group,statistic,effect_direction,effect_vs_control,cns_tox_grade,grade_basis,grade_status,tox_axis,is_cns_specific,source_ref,source_location,redistribution,notes
H1-MSR-01478,H1-OLG-1298,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,74.54,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,74.54% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01479,H1-OLG-1299,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,85.19,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,85.19% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01480,H1-OLG-1300,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,106.48,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,increase,106.48% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01481,H1-OLG-1301,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,84.26,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,84.26% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01482,H1-OLG-1302,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,0,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,0% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01483,H1-OLG-1303,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,8.33,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,8.33% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01484,H1-OLG-1304,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,11.66,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,11.66% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01485,H1-OLG-1305,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,30.95,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,30.95% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01486,H1-OLG-1306,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,38.28,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,38.28% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01487,H1-OLG-1307,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,39.28,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,39.28% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01488,H1-OLG-1308,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,50.57,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,50.57% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01489,H1-OLG-1309,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,74.29,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,74.29% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01490,H1-OLG-1310,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,28.21,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,28.21% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01491,H1-OLG-1311,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,46.15,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,46.15% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01492,H1-OLG-1312,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,20.19,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,20.19% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01493,H1-OLG-1313,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,28.7,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,28.7% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01494,H1-OLG-1314,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,29.63,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,29.63% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01495,H1-OLG-1315,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,98.79,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,98.79% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01496,H1-OLG-1316,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,3.83,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,3.83% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01497,H1-OLG-1317,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,27.78,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,27.78% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01498,H1-OLG-1318,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,46.05,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,46.05% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01499,H1-OLG-1319,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,55.1,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,55.1% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01500,H1-OLG-1320,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,75.65,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,75.65% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01501,H1-OLG-1321,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,22.45,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,22.45% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01502,H1-OLG-1322,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,39.13,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,39.13% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01503,H1-OLG-1323,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,76.02,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,76.02% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01504,H1-OLG-1324,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,75.51,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,75.51% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01505,H1-OLG-1325,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,89.52,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,89.52% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01506,H1-OLG-1326,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,16.67,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,16.67% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01507,H1-OLG-1327,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,27.53,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,27.53% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01508,H1-OLG-1328,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,32.18,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,32.18% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01509,H1-OLG-1329,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,16.09,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,16.09% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-01510,H1-OLG-1330,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,0,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,0% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
