measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR610,OLG062,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGFR_mRNA,104.0,pct_of_saline,increase,+4%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 104.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR611,OLG062,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,193.0,pct_of_saline,increase,+93%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 193.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR612,OLG062,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,112.0,pct_of_saline,increase,+12%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 112.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR613,OLG062,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGFR_mRNA,98.0,pct_of_saline,decrease,-2%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 98.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR614,OLG062,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,181.0,pct_of_saline,increase,+81%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 181.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR615,OLG062,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,105.0,pct_of_saline,increase,+5%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 105.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR616,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGFR_mRNA,86.0,pct_of_saline,decrease,-14%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 86.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR617,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,120.0,pct_of_saline,increase,+20%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 120.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR618,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,100.0,pct_of_saline,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR619,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGFR_mRNA,76.0,pct_of_saline,decrease,-24%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 76.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR620,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,129.0,pct_of_saline,increase,+29%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 129.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR621,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,90.0,pct_of_saline,decrease,-10%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 90.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR622,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGFR_mRNA,64.0,pct_of_saline,decrease,-36%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 64.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR623,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,77.0,pct_of_saline,decrease,-23%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 77.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR624,OLG063,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,76.0,pct_of_saline,decrease,-24%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 76.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Mild tox; condition: PTEC-TERT1"
MSR625,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGFR_mRNA,91.0,pct_of_saline,decrease,-9%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 91.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR626,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,160.0,pct_of_saline,increase,+60%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 160.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR627,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,123.0,pct_of_saline,increase,+23%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 123.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR628,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGFR_mRNA,75.0,pct_of_saline,decrease,-25%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 75.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR629,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,164.0,pct_of_saline,increase,+64%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 164.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR630,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,122.0,pct_of_saline,increase,+22%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 122.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR631,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGFR_mRNA,72.0,pct_of_saline,decrease,-28%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 72.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR632,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,129.0,pct_of_saline,increase,+29%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 129.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR633,OLG060,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,113.0,pct_of_saline,increase,+13%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 113.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR634,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGFR_mRNA,69.0,pct_of_saline,decrease,-31%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 69.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR635,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,75.0,pct_of_saline,decrease,-25%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 75.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR636,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,67.0,pct_of_saline,decrease,-33%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 67.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR637,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGFR_mRNA,56.0,pct_of_saline,decrease,-44%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 56.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR638,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,57.0,pct_of_saline,decrease,-43%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 57.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR639,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,54.0,pct_of_saline,decrease,-46%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 54.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR640,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGFR_mRNA,66.0,pct_of_saline,decrease,-34%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 66.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR641,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,28.0,pct_of_saline,decrease,-72%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 28.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR642,OLG064,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,40.0,pct_of_saline,decrease,-60%,3,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 40.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR643,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGFR_mRNA,77.0,pct_of_saline,decrease,-23%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 77.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR644,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,167.0,pct_of_saline,increase,+67%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 167.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR645,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,124.0,pct_of_saline,increase,+24%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 124.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR646,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGFR_mRNA,64.0,pct_of_saline,decrease,-36%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 64.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR647,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,202.0,pct_of_saline,increase,+102%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 202.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR648,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,116.0,pct_of_saline,increase,+16%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 116.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR649,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGFR_mRNA,64.0,pct_of_saline,decrease,-36%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 64.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR650,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,140.0,pct_of_saline,increase,+40%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 140.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR651,OLG061,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,96.0,pct_of_saline,decrease,-4%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 96.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR652,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR653,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR654,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR655,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR656,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR657,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR658,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR659,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR660,OLG045,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,100.0,pct_of_comp_1-1,no_change,+0%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 100.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary rat PTEC"
MSR661,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,67.0,pct_of_comp_1-1,decrease,-33%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 67.0 % of control -> grade 1; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR662,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,1321.0,pct_of_comp_1-1,increase,+1221%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 1321.0 % of control -> grade 2; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR663,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,262.0,pct_of_comp_1-1,increase,+162%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 262.0 % of control -> grade 2; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR664,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,84.0,pct_of_comp_1-1,decrease,-16%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 84.0 % of control -> grade 0; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR665,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,3622.0,pct_of_comp_1-1,increase,+3522%,3,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 3622.0 % of control -> grade 3; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR666,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,433.0,pct_of_comp_1-1,increase,+333%,3,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 433.0 % of control -> grade 3; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR667,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,99.0,pct_of_comp_1-1,decrease,-1%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 99.0 % of control -> grade 0; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR668,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,2874.0,pct_of_comp_1-1,increase,+2774%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 2874.0 % of control -> grade 2; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR669,OLG047,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,65.0,pct_of_comp_1-1,decrease,-35%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 65.0 % of control -> grade 0; patent's own in-vivo grade for this compound: medium; condition: primary rat PTEC"
MSR670,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,23.0,pct_of_comp_1-1,decrease,-77%,3,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 23.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR671,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,213.0,pct_of_comp_1-1,increase,+113%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 213.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
