measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,thrombocytopenia_grade,is_platelet_specific,subject_class,source_id,source_ref,source_table,redistribution,notes
TMSR1353,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,6 months,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <25 K/uL, column MIPO (6-month phase 3 RCT)",summary_stat,"0 of 249 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1354,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <25 K/uL, column MIPO total (total phase 3 RCT)",summary_stat,"0 of 433 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1355,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,1 year,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <25 K/uL, column Placebo (1-year phase 3 RCT)",summary_stat,"0 of 100 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1356,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,6 months,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <25 K/uL, column Placebo (6-month phase 3 RCT)",summary_stat,"0 of 121 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1357,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <25 K/uL, column Placebo total (total phase 3 RCT)",summary_stat,"0 of 221 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1358,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,1 year,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <50-25 K/uL, column MIPO (1-year phase 3 RCT)",summary_stat,"0 of 184 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1359,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,6 months,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <50-25 K/uL, column MIPO (6-month phase 3 RCT)",summary_stat,"0 of 249 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1360,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <50-25 K/uL, column MIPO total (total phase 3 RCT)",summary_stat,"0 of 433 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1361,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,1 year,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <50-25 K/uL, column Placebo (1-year phase 3 RCT)",summary_stat,"0 of 100 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1362,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,6 months,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <50-25 K/uL, column Placebo (6-month phase 3 RCT)",summary_stat,"0 of 121 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1363,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <50-25 K/uL, column Placebo total (total phase 3 RCT)",summary_stat,"0 of 221 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1364,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,1 year,platelet_count,confirmed_platelet_reduction_<75-50KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <75-50 K/uL, column MIPO (1-year phase 3 RCT)",summary_stat,"0 of 184 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <75-50 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 50-74 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1365,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,6 months,platelet_count,confirmed_platelet_reduction_<75-50KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <75-50 K/uL, column MIPO (6-month phase 3 RCT)",summary_stat,"0 of 249 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <75-50 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 50-74 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1366,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_<75-50KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <75-50 K/uL, column MIPO total (total phase 3 RCT)",summary_stat,"0 of 433 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <75-50 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 50-74 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1367,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,1 year,platelet_count,confirmed_platelet_reduction_<75-50KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <75-50 K/uL, column Placebo (1-year phase 3 RCT)",summary_stat,"0 of 100 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <75-50 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 50-74 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1368,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,6 months,platelet_count,confirmed_platelet_reduction_<75-50KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <75-50 K/uL, column Placebo (6-month phase 3 RCT)",summary_stat,"0 of 121 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <75-50 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 50-74 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1369,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_<75-50KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band <75-50 K/uL, column Placebo total (total phase 3 RCT)",summary_stat,"0 of 221 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <75-50 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 50-74 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1370,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,1 year,platelet_count,confirmed_platelet_reduction_LLN-100KperuL_incidence,6.0,pct_incidence,decrease,6pct_vs_1pct_placebo,1,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band LLN-100 K/uL, column MIPO (1-year phase 3 RCT)",summary_stat,"11 of 184 subjects | Grade rationale: platelet nadir between LLN and 100 K/uL, i.e. >=100 x10^9/L -> CTCAE grade 1 / schema grade 1 (mild) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1371,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,6 months,platelet_count,confirmed_platelet_reduction_LLN-100KperuL_incidence,6.4,pct_incidence,decrease,6.4pct_vs_4.1pct_placebo,1,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band LLN-100 K/uL, column MIPO (6-month phase 3 RCT)",summary_stat,"16 of 249 subjects | Grade rationale: platelet nadir between LLN and 100 K/uL, i.e. >=100 x10^9/L -> CTCAE grade 1 / schema grade 1 (mild) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1372,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,total phase 3 RCT programme,platelet_count,confirmed_platelet_reduction_LLN-100KperuL_incidence,6.2,pct_incidence,decrease,6.2pct_vs_2.7pct_placebo,1,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band LLN-100 K/uL, column MIPO total (total phase 3 RCT)",summary_stat,"27 of 433 subjects | Grade rationale: platelet nadir between LLN and 100 K/uL, i.e. >=100 x10^9/L -> CTCAE grade 1 / schema grade 1 (mild) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | Mipomersen dose not stated per cell in Table 4; the phase 3 programme used 200 mg/week (and 70 mg three times weekly = 210 mg/week in the 1-year trial, per the article body). | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1373,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,1 year,platelet_count,confirmed_platelet_reduction_LLN-100KperuL_incidence,1.0,pct_incidence,decrease,TBD,1,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band LLN-100 K/uL, column Placebo (1-year phase 3 RCT)",summary_stat,"1 of 100 subjects | Grade rationale: platelet nadir between LLN and 100 K/uL, i.e. >=100 x10^9/L -> CTCAE grade 1 / schema grade 1 (mild) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR1374,TOLG232,clinical,human,patient_cohort,blood,systemic_dose,0,mg,6 months,platelet_count,confirmed_platelet_reduction_LLN-100KperuL_incidence,4.1,pct_incidence,decrease,TBD,1,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 4, band LLN-100 K/uL, column Placebo (6-month phase 3 RCT)",summary_stat,"5 of 121 subjects | Grade rationale: platelet nadir between LLN and 100 K/uL, i.e. >=100 x10^9/L -> CTCAE grade 1 / schema grade 1 (mild) | Mipomersen (ISIS 301012) phase 3 randomized placebo-controlled trials; ~80% of subjects had familial hypercholesterolemia. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed. Lowest confirmed category reported per subject; n = subjects with normal baseline platelet counts and post-baseline values. | PLACEBO CONTROL ARM of the mipomersen phase 3 RCTs - no ASO administered; carried under oligo_name 'mipomersen' as the matched comparator. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
